person_age,person_income,person_emp_length,person_home_ownership,loan_grade,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,cb_person_default_on_file
24,165000,5,MORTGAGE,B,PERSONAL,20000,10.37,0,0.12,4,N
25,165000,0,MORTGAGE,F,HOMEIMPROVEMENT,25000,19.74,0,0.15,4,N
21,165000,5,MORTGAGE,A,EDUCATION,20000,6.91,0,0.12,4,N
23,16000,7,OWN,A,MEDICAL,6000,7.9,1,0.38,2,N
23,16000,3,MORTGAGE,C,DEBTCONSOLIDATION,2275,13.06,0,0.14,4,Y
23,16000,7,OWN,A,PERSONAL,2000,6.39,0,0.13,3,N
23,148000,1,RENT,E,DEBTCONSOLIDATION,25000,14.93,1,0.17,3,N
23,16000,1,MORTGAGE,C,MEDICAL,5600,12.84,1,0.35,4,N
24,16020,3,OWN,E,VENTURE,3625,17.14,1,0.23,2,Y
22,16094,2,MORTGAGE,A,VENTURE,5500,7.14,1,0.34,3,N
25,175000,2,RENT,A,PERSONAL,25000,8.9,0,0.14,2,N
22,16200,6,OWN,B,PERSONAL,2000,12.42,0,0.12,3,N
24,185000,7,RENT,C,HOMEIMPROVEMENT,25000,12.68,0,0.14,2,Y
25,162000,9,RENT,C,PERSONAL,25000,11.03,0,0.15,2,N
26,161000,10,RENT,A,VENTURE,30000,7.9,0,0.19,4,N
22,160000,0,MORTGAGE,B,MEDICAL,35000,10.65,0,0.22,4,N
25,225000,5,RENT,B,VENTURE,25000,11.86,0,0.11,4,N
25,16400,1,OWN,A,PERSONAL,5000,8.94,1,0.3,4,N
23,16500,6,OWN,B,VENTURE,4375,9.63,1,0.27,4,N
25,49500,6,RENT,C,PERSONAL,24750,14.22,1,0.5,3,N
23,60000,4,RENT,B,DEBTCONSOLIDATION,24750,9.33,1,0.41,3,N
24,84200,8,RENT,C,MEDICAL,24500,13.85,0,0.29,4,N
22,16800,5,MORTGAGE,B,EDUCATION,2000,10.65,0,0.12,2,N
24,92000,8,RENT,B,MEDICAL,24500,11.46,0,0.27,4,N
23,160000,5,MORTGAGE,A,PERSONAL,35000,7.66,0,0.22,2,N
24,160000,9,MORTGAGE,E,VENTURE,12000,16.77,0,0.07,4,N
25,160000,1,MORTGAGE,B,PERSONAL,12000,9.63,0,0.07,4,N
26,160000,6,RENT,C,PERSONAL,25000,12.23,0,0.16,4,Y
25,125800,0,MORTGAGE,D,MEDICAL,10000,14.09,1,0.07,4,N
25,54000,2,RENT,C,PERSONAL,24250,13.98,1,0.45,4,N
23,62500,1,RENT,B,EDUCATION,24250,10.62,1,0.39,4,N
24,16800,,MORTGAGE,A,DEBTCONSOLIDATION,3900,,1,0.23,3,N
25,68400,9,RENT,E,PERSONAL,24250,17.56,1,0.35,4,N
26,56045,1,RENT,D,MEDICAL,24250,14.96,1,0.37,2,N
22,74000,7,RENT,D,DEBTCONSOLIDATION,24250,15.65,1,0.33,2,Y
24,65453,9,RENT,D,MEDICAL,24250,15.7,1,0.31,2,N
24,89908,1,RENT,B,VENTURE,24250,12.53,0,0.27,3,N
26,78000,0,RENT,E,HOMEIMPROVEMENT,24250,17.56,1,0.31,3,Y
23,100000,0,RENT,C,PERSONAL,24250,12.87,0,0.24,2,Y
23,103000,6,RENT,D,PERSONAL,24250,15.7,0,0.24,2,N
25,160000,2,MORTGAGE,A,EDUCATION,9000,,0,0.06,3,N
25,160000,5,OWN,B,VENTURE,15000,11.14,0,0.09,4,N
24,160000,3,MORTGAGE,D,VENTURE,20000,16,0,0.13,3,N
23,160000,2,MORTGAGE,D,EDUCATION,25000,15.65,0,0.16,2,Y
26,160000,0,MORTGAGE,C,DEBTCONSOLIDATION,13750,,0,0.09,4,N
21,160000,3,MORTGAGE,D,VENTURE,15250,15.31,0,0.1,4,Y
25,160000,3,MORTGAGE,C,VENTURE,20000,13.47,0,0.13,2,Y
22,16800,0,MORTGAGE,C,HOMEIMPROVEMENT,4750,13.85,1,0.28,2,Y
25,111996,9,RENT,D,PERSONAL,24250,,0,0.22,3,N
21,16800,0,MORTGAGE,B,VENTURE,6000,10.39,1,0.36,4,N
25,115200,0,RENT,B,HOMEIMPROVEMENT,24250,11.36,0,0.21,2,N
23,144000,0,RENT,B,EDUCATION,24250,11.83,0,0.17,3,N
23,287000,3,RENT,B,EDUCATION,24250,12.53,0,0.08,3,N
22,108000,1,RENT,D,HOMEIMPROVEMENT,24150,14.96,1,0.22,3,Y
22,43000,7,RENT,C,DEBTCONSOLIDATION,24000,13.85,1,0.56,3,Y
23,47004,1,RENT,B,VENTURE,24000,11.58,1,0.51,4,N
24,48000,4,RENT,D,VENTURE,24000,16.29,1,0.5,2,Y
26,48000,4,RENT,A,MEDICAL,24000,,1,0.5,3,N
21,44964,2,RENT,D,EDUCATION,24000,16.29,1,0.53,2,Y
25,52000,,RENT,B,PERSONAL,24000,10.74,1,0.46,2,N
22,17352,,MORTGAGE,C,EDUCATION,2250,15.27,0,0.13,3,Y
24,47000,3,RENT,F,PERSONAL,24000,17.8,1,0.51,2,N
22,17400,6,MORTGAGE,B,VENTURE,1000,11.36,0,0.06,2,N
22,49000,2,RENT,E,MEDICAL,24000,17.56,1,0.49,4,N
26,60000,0,RENT,A,PERSONAL,24000,7.9,1,0.4,4,N
25,60000,3,RENT,B,PERSONAL,24000,10.99,1,0.4,4,N
22,60000,0,RENT,A,PERSONAL,24000,7.29,1,0.4,3,N
21,60000,5,RENT,B,MEDICAL,24000,10.75,1,0.4,2,N
26,62004,9,RENT,A,DEBTCONSOLIDATION,24000,7.9,1,0.39,3,N
22,62400,3,RENT,D,EDUCATION,24000,14.84,1,0.38,2,N
26,65000,10,RENT,A,DEBTCONSOLIDATION,24000,,1,0.37,2,N
22,17760,6,MORTGAGE,C,EDUCATION,4975,,1,0.28,3,Y
23,59000,5,RENT,E,DEBTCONSOLIDATION,24000,19.69,1,0.41,2,Y
23,66000,6,RENT,A,VENTURE,24000,,1,0.36,4,N
24,60000,0,RENT,D,VENTURE,24000,14.96,1,0.4,4,N
25,66143,9,RENT,A,EDUCATION,24000,6.99,1,0.36,3,N
22,62250,3,RENT,E,PERSONAL,24000,16.45,1,0.39,4,Y
24,70000,8,RENT,B,EDUCATION,24000,10.99,1,0.34,4,N
23,74000,7,RENT,B,DEBTCONSOLIDATION,24000,10.99,1,0.32,2,N
22,18000,3,OWN,A,PERSONAL,3000,7.9,1,0.17,4,N
22,75000,6,RENT,B,EDUCATION,24000,12.69,1,0.32,4,N
24,75000,9,RENT,B,MEDICAL,24000,10.37,1,0.32,3,N
24,75000,7,RENT,C,HOMEIMPROVEMENT,24000,,1,0.32,3,N
26,69000,0,RENT,F,DEBTCONSOLIDATION,24000,15.83,1,0.35,3,N
23,78000,4,RENT,C,PERSONAL,24000,13.92,1,0.31,3,N
22,18000,,OWN,B,VENTURE,2000,11.49,0,0.11,3,N
24,80000,2,RENT,B,MEDICAL,24000,10.25,0,0.3,2,N
22,18000,1,OWN,A,HOMEIMPROVEMENT,3500,7.49,1,0.19,4,N
23,18000,3,OWN,A,EDUCATION,4000,5.99,1,0.22,2,N
23,74700,6,RENT,D,PERSONAL,24000,12.92,1,0.32,2,N
26,88596,3,RENT,B,PERSONAL,24000,11.58,0,0.27,3,N
25,95000,4,RENT,A,EDUCATION,24000,8.9,0,0.25,2,N
22,83000,6,RENT,E,DEBTCONSOLIDATION,24000,19.69,1,0.29,3,N
25,95000,9,RENT,A,VENTURE,24000,6.54,0,0.25,4,N
21,18000,3,OWN,D,HOMEIMPROVEMENT,4900,14.54,1,0.27,4,Y
21,18000,,OWN,B,EDUCATION,5000,11.11,1,0.28,2,N
26,100000,5,RENT,C,PERSONAL,24000,12.73,0,0.24,4,N
24,110000,7,RENT,D,VENTURE,24000,15.62,0,0.22,4,N
24,18000,0,OWN,A,HOMEIMPROVEMENT,6250,6.54,1,0.35,4,N
22,98000,7,RENT,F,DEBTCONSOLIDATION,24000,,1,0.24,2,Y
26,103872,6,RENT,G,DEBTCONSOLIDATION,24000,20.03,1,0.23,4,N
22,120000,4,RENT,B,EDUCATION,24000,9.91,0,0.2,4,N
24,120000,1,RENT,B,VENTURE,24000,12.69,0,0.2,4,N
26,108000,9,RENT,G,EDUCATION,24000,20.16,1,0.22,3,N
24,124080,4,RENT,D,PERSONAL,24000,16.49,0,0.19,4,Y
23,18000,1,MORTGAGE,D,MEDICAL,2500,15.95,1,0.14,2,N
24,130000,7,RENT,B,DEBTCONSOLIDATION,24000,11.49,0,0.18,3,N
25,135000,8,RENT,B,PERSONAL,24000,10.99,0,0.18,2,N
24,135000,4,RENT,C,HOMEIMPROVEMENT,24000,13.79,0,0.18,2,N
23,114750,2,RENT,G,MEDICAL,24000,20.03,1,0.18,3,Y
23,150000,0,RENT,A,EDUCATION,24000,7.49,0,0.16,4,N
23,138000,7,RENT,D,DEBTCONSOLIDATION,24000,16,1,0.17,2,Y
24,18000,6,OWN,A,PERSONAL,13000,7.88,1,0.72,3,N
21,18000,0,OWN,B,VENTURE,6250,10.62,1,0.35,4,N
26,155000,7,RENT,B,DEBTCONSOLIDATION,24000,10.99,0,0.15,4,N
26,148000,1,RENT,F,EDUCATION,24000,18.3,1,0.16,2,N
26,170000,3,RENT,C,DEBTCONSOLIDATION,24000,,0,0.14,2,Y
21,18000,1,OWN,B,PERSONAL,2500,11.36,0,0.14,3,N
24,43896,8,RENT,B,HOMEIMPROVEMENT,23975,,1,0.55,2,N
23,120000,4,RENT,C,MEDICAL,23750,13.47,0,0.2,2,N
24,54996,2,RENT,B,PERSONAL,23600,11.89,1,0.43,3,N
24,18000,0,MORTGAGE,B,DEBTCONSOLIDATION,10000,12.18,1,0.56,2,N
25,102000,9,RENT,C,DEBTCONSOLIDATION,23600,13.49,0,0.23,4,N
23,75000,3,RENT,E,PERSONAL,23575,14.5,1,0.31,4,N
22,18000,2,OWN,C,MEDICAL,4000,,1,0.22,2,N
22,18000,1,OWN,D,MEDICAL,5400,15.31,1,0.3,2,Y
25,18000,1,MORTGAGE,B,MEDICAL,4000,,1,0.22,3,N
21,18000,5,OWN,B,VENTURE,3375,,1,0.19,2,N
22,66960,1,RENT,A,VENTURE,23400,7.49,1,0.35,2,N
22,43385,7,RENT,C,PERSONAL,23000,,1,0.53,3,N
25,56544,3,RENT,B,EDUCATION,23000,,1,0.41,2,N
23,60000,2,RENT,B,VENTURE,23000,12.18,1,0.38,4,N
24,18000,3,MORTGAGE,C,VENTURE,1200,11.34,0,0.07,4,Y
25,63208,9,RENT,B,EDUCATION,23000,9.91,1,0.36,3,N
24,65000,0,RENT,B,HOMEIMPROVEMENT,23000,11.99,1,0.35,4,N
23,68000,7,RENT,B,EDUCATION,23000,9.62,1,0.34,2,N
22,18000,1,OWN,B,DEBTCONSOLIDATION,3000,9.96,1,0.17,3,N
25,80000,9,RENT,C,VENTURE,23000,,0,0.29,2,N
24,88000,1,RENT,D,VENTURE,23000,14.54,1,0.26,2,N
22,58600,5,RENT,B,MEDICAL,22750,11.36,1,0.39,4,N
23,70000,7,RENT,C,DEBTCONSOLIDATION,22500,14.27,1,0.32,2,N
24,18287,3,OWN,B,HOMEIMPROVEMENT,3000,11.99,1,0.16,3,N
26,69846,2,RENT,F,EDUCATION,22500,18.99,1,0.32,2,Y
24,73000,0,RENT,E,VENTURE,22400,16.7,1,0.31,4,Y
24,18500,8,MORTGAGE,A,PERSONAL,5000,9.32,1,0.27,3,N
23,35000,2,RENT,B,DEBTCONSOLIDATION,22250,12.69,1,0.64,3,N
25,43000,9,RENT,C,HOMEIMPROVEMENT,22000,13.11,1,0.51,2,N
25,52000,4,RENT,B,PERSONAL,22000,10.74,1,0.42,2,N
21,18701,0,MORTGAGE,D,PERSONAL,4200,14.11,1,0.22,4,Y
22,57000,6,RENT,B,EDUCATION,22000,9.63,1,0.39,3,N
25,58000,0,RENT,C,MEDICAL,22000,14.65,1,0.38,2,N
23,60000,6,RENT,B,DEBTCONSOLIDATION,22000,10.25,1,0.37,4,N
24,60000,3,RENT,C,VENTURE,22000,14.26,1,0.37,2,Y
25,18840,5,MORTGAGE,B,EDUCATION,3000,9.91,1,0.16,2,N
26,56000,7,RENT,E,MEDICAL,22000,17.19,1,0.39,3,N
22,70000,3,RENT,B,EDUCATION,22000,11.36,1,0.31,4,N
22,66000,1,RENT,F,EDUCATION,22000,,1,0.33,2,N
23,74064,3,RENT,B,DEBTCONSOLIDATION,22000,10.59,0,0.3,3,N
24,76597,5,RENT,B,EDUCATION,22000,9.25,0,0.29,2,N
22,19000,6,OWN,A,MEDICAL,3625,8.49,1,0.19,3,N
26,77000,0,RENT,A,VENTURE,22000,6.54,0,0.29,3,N
21,19000,5,OWN,A,MEDICAL,6000,8.49,1,0.32,3,N
24,80000,0,RENT,A,MEDICAL,22000,,0,0.28,4,N
26,82600,10,RENT,B,VENTURE,22000,12.69,0,0.27,2,N
24,19000,3,OWN,C,MEDICAL,7400,13.85,1,0.39,2,N
25,19000,3,OWN,A,DEBTCONSOLIDATION,4000,7.4,1,0.21,3,N
23,84000,3,RENT,B,DEBTCONSOLIDATION,22000,11.71,0,0.26,4,N
25,77650,8,RENT,B,PERSONAL,22000,11.48,1,0.28,3,N
25,82000,1,RENT,E,EDUCATION,22000,17.51,1,0.27,2,N
21,19012,0,MORTGAGE,D,DEBTCONSOLIDATION,3500,14.61,1,0.18,3,N
23,99996,3,RENT,A,DEBTCONSOLIDATION,22000,7.88,0,0.22,4,N
23,110000,0,RENT,B,PERSONAL,22000,,0,0.2,3,N
22,19200,6,MORTGAGE,B,PERSONAL,4950,11.71,1,0.26,2,N
25,57000,4,RENT,B,PERSONAL,21700,11.99,1,0.38,2,N
24,54000,5,RENT,C,VENTURE,21600,13.49,1,0.4,2,N
23,56000,8,RENT,G,MEDICAL,21600,21.21,1,0.39,4,Y
26,63000,2,RENT,C,DEBTCONSOLIDATION,21600,14.35,1,0.34,3,Y
22,82000,3,RENT,C,PERSONAL,21600,13.61,0,0.26,3,Y
22,78000,6,RENT,B,DEBTCONSOLIDATION,21600,11.26,1,0.28,3,N
22,19200,0,OWN,B,VENTURE,2400,10.59,0,0.13,3,N
24,112140,8,RENT,A,MEDICAL,21600,7.9,0,0.19,2,N
24,19200,,MORTGAGE,A,HOMEIMPROVEMENT,7000,5.99,1,0.36,4,N
25,19200,4,OWN,B,EDUCATION,3000,11.99,1,0.16,4,N
24,59000,5,RENT,D,MEDICAL,21500,16.89,1,0.36,3,N
24,70000,5,RENT,B,HOMEIMPROVEMENT,21500,9.99,1,0.31,3,N
24,116000,5,RENT,D,EDUCATION,21500,15.33,0,0.19,3,Y
25,60000,5,RENT,A,EDUCATION,21450,7.29,1,0.36,4,N
22,31000,5,RENT,B,DEBTCONSOLIDATION,21250,12.42,1,0.69,3,N
25,47052,5,RENT,B,VENTURE,21250,10.99,1,0.45,2,N
25,51060,9,RENT,A,VENTURE,21250,6.91,1,0.42,2,N
22,19200,6,MORTGAGE,C,DEBTCONSOLIDATION,5000,14.17,1,0.26,2,Y
22,53000,3,RENT,B,MEDICAL,21250,10.25,1,0.4,3,N
26,19200,0,OWN,B,EDUCATION,9250,,1,0.48,2,N
24,56000,8,RENT,D,VENTURE,21250,15.95,1,0.38,3,Y
24,65000,4,RENT,D,EDUCATION,21250,15.95,1,0.33,4,Y
21,35000,3,RENT,B,VENTURE,21000,12.53,1,0.6,4,N
22,19200,6,MORTGAGE,D,HOMEIMPROVEMENT,1400,14.91,1,0.07,4,Y
23,19200,7,MORTGAGE,A,MEDICAL,3000,,1,0.16,4,N
26,40000,3,RENT,A,MEDICAL,21000,6.54,1,0.53,4,N
25,19200,2,OWN,B,VENTURE,1000,,0,0.05,3,N
26,42000,0,RENT,F,MEDICAL,21000,17.26,1,0.5,4,Y
23,63000,2,RENT,B,MEDICAL,21000,11.36,1,0.33,2,N
26,19200,5,MORTGAGE,A,VENTURE,4000,7.51,1,0.21,4,N
22,59000,2,RENT,B,PERSONAL,21000,10.71,1,0.36,3,N
22,70500,3,RENT,C,PERSONAL,21000,13.98,0,0.3,4,Y
26,65219,11,RENT,D,DEBTCONSOLIDATION,21000,14.09,1,0.32,3,N
22,75000,2,RENT,B,EDUCATION,21000,10,0,0.28,3,N
22,19200,3,MORTGAGE,D,MEDICAL,5000,15.33,1,0.26,3,N
25,62047,9,RENT,E,MEDICAL,21000,16.32,1,0.29,4,Y
24,79000,8,RENT,A,HOMEIMPROVEMENT,21000,7.9,0,0.27,2,N
23,80000,3,RENT,B,MEDICAL,21000,11.99,0,0.26,3,N
24,84000,8,RENT,B,MEDICAL,21000,10.75,0,0.25,4,N
26,85000,3,RENT,C,HOMEIMPROVEMENT,21000,13.92,0,0.25,3,N
22,93000,1,RENT,B,EDUCATION,21000,9.91,0,0.23,3,N
26,81000,10,RENT,E,EDUCATION,21000,16.95,1,0.26,3,Y
26,97000,1,RENT,A,EDUCATION,21000,7.9,0,0.22,3,N
26,97000,3,RENT,C,EDUCATION,21000,,0,0.22,3,Y
25,100000,2,RENT,D,PERSONAL,21000,16.49,1,0.21,3,Y
26,19200,0,OTHER,C,PERSONAL,7500,11.97,1,0.39,2,Y
21,19253,,MORTGAGE,A,DEBTCONSOLIDATION,6250,6.17,1,0.32,3,N
26,125000,5,RENT,A,HOMEIMPROVEMENT,21000,8.9,0,0.17,2,N
25,125000,9,RENT,C,EDUCATION,21000,12.99,0,0.17,3,Y
23,82000,2,RENT,B,PERSONAL,20900,12.69,0,0.25,2,N
21,19500,0,MORTGAGE,B,EDUCATION,15000,9.64,1,0.77,2,N
26,50000,7,RENT,A,VENTURE,20500,7.49,1,0.41,3,N
23,70000,2,RENT,C,EDUCATION,20500,13.16,0,0.29,3,Y
22,19800,1,OWN,A,EDUCATION,2100,8.38,0,0.11,4,N
123,80004,2,RENT,B,EDUCATION,20400,10.25,0,0.25,3,N
23,54000,7,RENT,A,PERSONAL,20375,7.49,1,0.38,2,N
26,26000,10,RENT,B,EDUCATION,20050,9.76,1,0.77,2,N
24,33000,1,RENT,B,DEBTCONSOLIDATION,20000,10.99,1,0.61,3,N
23,20000,0,OWN,B,PERSONAL,5000,11.71,0,0.25,4,N
22,20000,6,OWN,B,PERSONAL,9250,10.65,0,0.46,4,N
24,35364,1,RENT,B,MEDICAL,20000,12.53,1,0.57,4,N
25,38000,4,RENT,D,MEDICAL,20000,14.59,1,0.53,4,N
23,32000,3,RENT,D,DEBTCONSOLIDATION,20000,12.61,1,0.63,4,N
25,38004,6,RENT,C,MEDICAL,20000,13.11,1,0.53,2,N
23,20000,2,MORTGAGE,B,MEDICAL,6400,10.65,0,0.32,4,N
25,38556,9,RENT,C,PERSONAL,20000,11.22,1,0.52,4,Y
23,32900,1,RENT,D,EDUCATION,20000,16,1,0.61,2,N
25,34000,10,RENT,B,HOMEIMPROVEMENT,20000,8.88,1,0.59,4,N
24,40000,4,RENT,B,PERSONAL,20000,12.53,1,0.5,3,N
21,36000,5,RENT,D,MEDICAL,20000,,1,0.56,2,Y
26,20000,5,MORTGAGE,A,MEDICAL,4800,5.99,0,0.24,3,N
25,42000,2,RENT,C,EDUCATION,20000,13.47,1,0.48,4,N
22,42224,7,RENT,A,VENTURE,20000,6.99,1,0.47,4,N
25,20000,0,OWN,D,PERSONAL,5650,15.99,0,0.28,2,Y
23,20000,7,MORTGAGE,C,EDUCATION,3625,,0,0.18,3,Y
22,37212,6,RENT,E,DEBTCONSOLIDATION,20000,16.69,1,0.54,3,N
25,38000,9,RENT,B,MEDICAL,20000,11.11,1,0.53,4,N
22,45000,0,RENT,A,EDUCATION,20000,7.9,1,0.44,4,N
23,45000,4,RENT,B,PERSONAL,20000,10.25,1,0.44,2,N
24,45000,8,RENT,E,MEDICAL,20000,,1,0.44,2,N
23,20000,7,OWN,A,MEDICAL,1200,7.49,0,0.06,3,N
22,45000,1,RENT,C,DEBTCONSOLIDATION,20000,13.92,1,0.44,3,Y
24,39000,5,RENT,D,MEDICAL,20000,14.74,1,0.51,2,N
24,46500,5,RENT,B,EDUCATION,20000,10.62,1,0.43,2,N
22,48000,7,RENT,B,VENTURE,20000,10.65,1,0.42,3,N
22,42000,1,RENT,D,PERSONAL,20000,12.99,1,0.48,3,N
22,48500,1,RENT,B,VENTURE,20000,11.36,1,0.41,4,N
22,20000,3,OWN,A,EDUCATION,7500,5.79,0,0.38,4,N
23,49400,0,RENT,A,EDUCATION,20000,6.54,1,0.4,4,N
25,20000,1,MORTGAGE,A,VENTURE,4000,5.79,0,0.2,2,N
25,50000,10,RENT,A,DEBTCONSOLIDATION,20000,7.49,1,0.4,3,N
25,50000,9,RENT,C,EDUCATION,20000,13.43,1,0.4,2,N
22,50000,6,RENT,C,DEBTCONSOLIDATION,20000,13.22,1,0.4,2,N
22,20000,1,OWN,C,VENTURE,5000,14.72,0,0.25,3,N
22,44000,2,RENT,E,EDUCATION,20000,15.68,1,0.45,4,N
24,50866,6,RENT,B,MEDICAL,20000,,1,0.39,3,N
25,50950,5,RENT,B,HOMEIMPROVEMENT,20000,11.48,1,0.39,3,N
24,51000,8,RENT,B,VENTURE,20000,10.38,1,0.39,3,N
22,51000,5,RENT,B,EDUCATION,20000,12.53,1,0.39,3,N
22,51000,0,RENT,C,EDUCATION,20000,13.47,1,0.39,2,N
24,51500,6,RENT,B,VENTURE,20000,12.21,1,0.39,4,N
25,51996,9,RENT,B,VENTURE,20000,10.99,1,0.38,3,N
25,52000,1,RENT,B,EDUCATION,20000,11.36,1,0.38,4,N
22,46000,2,RENT,D,DEBTCONSOLIDATION,20000,16,1,0.43,4,Y
26,20000,1,MORTGAGE,A,PERSONAL,1500,7.74,0,0.07,3,N
24,52000,8,RENT,D,EDUCATION,20000,15.65,1,0.38,2,Y
25,46000,9,RENT,C,DEBTCONSOLIDATION,20000,11.78,1,0.43,2,Y
24,52559,9,RENT,B,HOMEIMPROVEMENT,20000,,1,0.38,3,N
22,47000,5,RENT,D,MEDICAL,20000,16.77,1,0.43,3,N
22,54000,2,RENT,B,EDUCATION,20000,9.91,1,0.37,4,N
23,48000,7,RENT,D,MEDICAL,20000,15.65,1,0.42,4,N
23,48000,0,RENT,D,MEDICAL,20000,14.96,1,0.42,3,N
23,54000,1,RENT,B,VENTURE,20000,11.83,1,0.37,4,N
24,48912,0,RENT,C,MEDICAL,20000,11.66,1,0.41,4,N
26,54996,8,RENT,B,EDUCATION,20000,12.18,1,0.36,4,N
24,55000,8,RENT,A,HOMEIMPROVEMENT,20000,6.91,1,0.36,2,N
25,55000,3,RENT,A,DEBTCONSOLIDATION,20000,6.91,1,0.36,3,N
26,49000,0,RENT,F,HOMEIMPROVEMENT,20000,19.79,1,0.41,3,N
25,55000,0,RENT,B,VENTURE,20000,9.88,1,0.36,4,N
22,20000,0,MORTGAGE,B,PERSONAL,16600,9.76,0,0.83,3,N
23,55000,5,RENT,B,DEBTCONSOLIDATION,20000,12.53,1,0.36,2,N
25,55200,7,RENT,B,VENTURE,20000,,1,0.36,4,N
23,20004,6,MORTGAGE,A,PERSONAL,7125,6.99,0,0.36,2,N
23,57000,3,RENT,D,EDUCATION,20000,16.89,1,0.35,2,N
22,51012,1,RENT,D,PERSONAL,20000,17.49,1,0.39,4,Y
23,20004,2,MORTGAGE,E,EDUCATION,2500,16.82,0,0.12,2,Y
26,20004,4,MORTGAGE,B,HOMEIMPROVEMENT,3600,,0,0.18,2,N
22,58000,0,RENT,C,DEBTCONSOLIDATION,20000,13.11,1,0.34,2,N
23,58800,7,RENT,A,DEBTCONSOLIDATION,20000,7.66,1,0.34,3,N
26,59000,10,RENT,A,MEDICAL,20000,6.17,1,0.34,3,N
26,53000,1,RENT,E,PERSONAL,20000,16.35,1,0.38,4,Y
23,60000,7,RENT,A,MEDICAL,20000,7.9,1,0.33,2,N
24,54000,2,RENT,D,VENTURE,20000,16.49,1,0.37,2,N
21,20245,5,OWN,A,VENTURE,3550,,0,0.18,4,N
26,20280,5,MORTGAGE,A,HOMEIMPROVEMENT,7000,8,0,0.35,2,N
24,60000,0,RENT,B,PERSONAL,20000,10.99,1,0.33,2,N
24,20352,3,OWN,A,VENTURE,7750,6.91,0,0.38,3,N
25,54000,6,RENT,B,PERSONAL,20000,8.88,1,0.37,3,N
24,60000,8,RENT,A,VENTURE,20000,,1,0.33,4,N
23,54000,6,RENT,D,DEBTCONSOLIDATION,20000,14.84,1,0.37,3,Y
23,54000,2,RENT,B,PERSONAL,20000,11.12,1,0.37,2,N
22,60000,4,RENT,A,EDUCATION,20000,7.88,1,0.33,3,N
25,60000,2,RENT,B,EDUCATION,20000,,1,0.33,2,N
22,20400,6,MORTGAGE,D,EDUCATION,6000,15.99,0,0.29,4,Y
24,20400,5,MORTGAGE,B,DEBTCONSOLIDATION,5500,10.99,0,0.27,4,N
25,60000,9,RENT,B,EDUCATION,20000,,1,0.33,3,N
25,54000,1,RENT,D,PERSONAL,20000,15.65,1,0.37,3,Y
24,54000,1,RENT,E,PERSONAL,20000,17.04,1,0.37,3,Y
23,60000,3,RENT,B,EDUCATION,20000,12.21,1,0.33,2,N
21,20400,2,OWN,C,EDUCATION,1275,15.23,0,0.06,3,Y
25,54000,1,RENT,D,DEBTCONSOLIDATION,20000,14.11,1,0.37,4,N
24,60000,0,RENT,B,PERSONAL,20000,11.14,1,0.33,2,N
21,20400,5,OWN,B,MEDICAL,2400,11.49,0,0.12,4,N
24,60000,8,RENT,D,PERSONAL,20000,13.87,1,0.33,4,N
26,60000,3,RENT,B,HOMEIMPROVEMENT,20000,10.08,1,0.33,4,N
23,54504,1,RENT,E,PERSONAL,20000,16.7,1,0.37,4,Y
24,55000,2,RENT,E,VENTURE,20000,18.64,1,0.36,2,N
24,61000,2,RENT,B,HOMEIMPROVEMENT,20000,12.18,1,0.33,4,N
22,20400,0,OWN,D,DEBTCONSOLIDATION,3800,,0,0.19,3,Y
25,62000,3,RENT,A,MEDICAL,20000,6.54,1,0.32,3,N
24,56000,3,RENT,D,EDUCATION,20000,14.61,1,0.36,4,Y
21,56000,4,RENT,E,VENTURE,20000,17.39,1,0.36,3,Y
24,62400,8,RENT,B,HOMEIMPROVEMENT,20000,11.12,1,0.32,2,N
25,62400,7,RENT,B,VENTURE,20000,11.48,1,0.32,2,N
25,63000,3,RENT,B,MEDICAL,20000,12.42,1,0.32,3,N
26,58000,0,RENT,B,DEBTCONSOLIDATION,20000,10.25,1,0.34,2,N
23,65000,0,RENT,B,MEDICAL,20000,10.65,1,0.31,3,N
24,20800,0,OWN,D,PERSONAL,5000,16.29,0,0.24,3,Y
23,65000,0,RENT,B,MEDICAL,20000,10.37,1,0.31,2,N
23,65000,7,RENT,B,VENTURE,20000,11.49,1,0.31,3,N
24,20856,,OWN,B,VENTURE,10000,10.59,0,0.48,4,N
25,20868,0,OWN,C,VENTURE,5375,13.49,0,0.26,2,Y
26,59000,3,RENT,C,PERSONAL,20000,,1,0.34,4,N
23,59000,7,RENT,C,EDUCATION,20000,12.29,1,0.34,4,N
21,21000,5,MORTGAGE,D,DEBTCONSOLIDATION,3500,17.27,1,0.17,2,Y
26,65004,7,RENT,B,DEBTCONSOLIDATION,20000,11.99,1,0.31,2,N
25,59004,1,RENT,D,PERSONAL,20000,14.84,1,0.34,2,Y
23,59004,5,RENT,B,DEBTCONSOLIDATION,20000,10.83,1,0.34,2,N
23,65500,2,RENT,C,DEBTCONSOLIDATION,20000,13.22,1,0.31,2,N
22,66996,3,RENT,B,EDUCATION,20000,12.18,0,0.3,2,N
23,67000,0,RENT,B,MEDICAL,20000,11.11,0,0.3,2,N
24,67000,5,RENT,C,HOMEIMPROVEMENT,20000,13.48,0,0.3,2,Y
26,68000,10,RENT,B,EDUCATION,20000,10.75,0,0.29,4,N
